"Date","AEM1","AEM2","AEM3","AEM4","AEM5","AEM6","AEM7","AEM8","AEM9","AEM10","AEM11","AEM12","AEM13","AEM14","AEM15","AEM16","AEM17","AEM18","AEM19","AEM20","AEM21","AEM22","AEM23","AEM24","AEM25","AEM26","AEM27","AEM28","AEM29"
"eigen",8.46549717518831,2.10600266871333,0.93215734130747,0.522856371696304,0.334918712514272,0.233352349559195,0.172865782409479,0.133615479111247,0.107069024130627,0.0882180948254263,0.074273475439358,0.0638350854408024,0.0555682616306726,0.0491673914262157,0.0440512755755507,0.0399098703392844,0.036599476737684,0.0337683905545738,0.0314863083110493,0.0295540309025886,0.0279667815122229,0.0267156533183676,0.0256394936410025,0.0248291033358465,0.0241602655145121,0.0236533542730366,0.0233638576131186,0.0231626758766334,0.0133290546632639
"16647",-0.253229445239519,-0.240561571858102,-0.224059723477459,0.209460210035466,-0.197835863649368,0.187600530294251,-0.180595995705948,0.173602414449507,-0.168804713265503,0.166281251697208,-0.160055152903574,0.158790482474455,0.146527167957349,-0.141374795986435,-0.141338224190839,-0.136471576839688,0.121076960120159,0.120395238274384,0.11174123986913,0.109712544837994,0.105848732834103,0.0992417150101748,0.0945527466129926,-0.0877940977032217,-0.0815462282621607,-0.0844406135196646,-0.0674343977188352,-0.158982991103044,0.539901416148369
"16678",-0.252254467222511,-0.236838508517775,-0.216225288856853,0.1964029450111,-0.178582850854108,0.161397291605721,-0.146544815448982,0.131254495129666,-0.117417648259747,0.104845850339543,-0.0898176595858323,0.0777133997840912,0.0605814123199232,-0.0476557383441843,-0.0367616932630392,-0.0250177507328954,0.0132518968838465,0.00418830565823507,-0.00392985104225352,-0.0112839125707519,-0.0175118074972424,-0.0218352569136493,-0.025645406395359,0.0274549573071983,0.0284645570850658,0.0319161767954514,0.0266396912964922,0.0647319669015939,-0.780324357470076
"16708",-0.248661293138233,-0.223197484922798,-0.187802409790462,0.149691789385036,-0.1109503909519,0.0713990699382183,-0.0326643903767386,-0.00604301422526869,0.0434479230832592,-0.0800974686427968,0.112628083235138,-0.145233901489461,-0.163700716879259,0.183698885678043,0.206530749580611,0.218475483817987,-0.2076084920233,-0.217822293141525,-0.209976846679461,-0.211697940576073,-0.20758601091305,-0.196190409476882,-0.187371252632314,0.173693372662123,0.160675156468781,0.165542511663272,0.131710639316805,0.309593597816275,0.305100958065252
"16739",-0.241613468627266,-0.196878915257774,-0.134495507181463,0.065630279041779,0.00417501086418135,-0.0711288328683684,0.132004279587124,-0.182971023978408,0.22283522186932,-0.251412568694678,0.258817019210792,-0.258349133716068,-0.225501528038767,0.192277890883844,0.155470414698758,0.105511077533024,-0.0492063691221087,0.000620968859789156,0.0467285024062126,0.0915152580032889,0.129751894790966,0.155568045793055,0.178163946930572,-0.187491273504169,-0.191644480339613,-0.212471367296177,-0.176145646183265,-0.425925147503799,-0.0787918021067645
"16769",-0.230962489723879,-0.158290934410325,-0.0604181038811056,-0.0419484989627203,0.13481318447835,-0.206658567476157,0.25133007458818,-0.261476587573982,0.239698117089274,-0.189433586264151,0.11060318362665,-0.0213478403199945,0.0712246896336778,-0.152014534240811,-0.222548978264313,-0.263172294326874,0.253833301892906,0.248975393551305,0.206156841882204,0.158166968714567,0.0957462603178608,0.0308922454529756,-0.0326760656885699,0.0828809726044275,0.123368936812542,0.168256199716558,0.154173975091011,0.397305622884332,0.0170890874901893
"16800",-0.217529838821152,-0.111820399026709,0.0214245107679085,-0.144641778516448,0.231236769755109,-0.26330917773245,0.238712798964516,-0.160441203263018,0.0494365942385695,0.0730679333188244,-0.179165156654388,0.252274789992301,0.256173508015223,-0.217872906548886,-0.141222145869017,-0.0293370758194429,-0.0788374389074062,-0.180241700112114,-0.237571484548371,-0.269698380525925,-0.256422627004367,-0.203930089927862,-0.130379094374962,0.0502361702631854,-0.0274852651191735,-0.101382604846293,-0.119366699953073,-0.349964363841616,-0.00360279784008707
"16831",-0.201731341939184,-0.0604803597438353,0.101055355806527,-0.221612902211664,0.263626454194458,-0.215410941312792,0.0982314424355717,0.0516860804077244,-0.1833883475745,0.258602074960092,-0.245257661993352,0.159653242816997,0.0140271661750582,0.126683169482685,0.2368942502912,0.272330850570886,-0.211696608810388,-0.114744333224993,0.0178642365491164,0.147931553080794,0.240829374108282,0.268359339070846,0.24291243492515,-0.169737165541916,-0.072838352220123,0.0261672213096105,0.0804836215529023,0.302665457160695,0.000756705094249271
"16860",-0.183415008793037,-0.00554785650960869,0.171849586817847,-0.259985960740284,0.22242508875047,-0.0797246733565441,-0.0982085958796291,0.231038446622736,-0.258884609642566,0.171195250967602,-0.00142468812847576,-0.170173551782062,-0.256083172593777,0.234471855171552,0.114948165691164,-0.0635981711788585,0.198033491861833,0.271985559331354,0.224266104112618,0.101247254857418,-0.0645354553763528,-0.197463977688886,-0.269841467683601,0.25048236100095,0.165028742827028,0.0517059255589189,-0.0407232810265928,-0.26437635298068,-0.000156483604145129
"16891",-0.163409179027729,0.0486799551004912,0.224354232453867,-0.251663483098577,0.120453555705786,0.0852472995132241,-0.238661899206813,0.247216952168829,-0.109234283896594,-0.0943554745945867,0.239973584096546,-0.247511504681463,-0.0948955208247995,-0.101084306831041,-0.246463032924882,-0.246201527609075,0.0997725969060063,-0.093615040734695,-0.232286951090412,-0.261782957390722,-0.150999924886187,0.0290195021753413,0.200575696172642,-0.270490376590887,-0.233563593396314,-0.125567505852718,0.00152403228173169,0.235032464300592,3.29486947563476e-05
