"","Assemblage","t","Method","Order.q","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"66","VEN",104,"Extrapolation",0,104.278485491694,94.600359865187,113.956611118201,0.983867484436324,0.97457481693003,0.993160151942617
"67","VEN",111,"Extrapolation",0,105.592517663258,95.3275459806804,115.857489345835,0.985203125370138,0.976059537916418,0.994346712823858
"68","VEN",118,"Extrapolation",0,106.797758670185,95.9456696513417,117.649847689028,0.986428186109745,0.977483385510741,0.995372986708749
"69","VEN",125,"Extrapolation",0,107.903215535103,96.4680832950733,119.338347775133,0.987551821794855,0.978844390977314,0.996259252612395
"70","VEN",132,"Extrapolation",0,108.917149572504,96.9068648777187,120.92743426729,0.988582429594152,0.980141270784721,0.997023588403583
"71","VEN",138,"Extrapolation",0,109.719152265533,97.2246136196475,122.213690911419,0.989397620918245,0.981201448500023,0.997593793336468
"72","VEN",145,"Extrapolation",0,110.582741527453,97.5357760681681,123.629706986737,0.99027541157907,0.982378497267378,0.998172325890762
"73","VEN",152,"Extrapolation",0,111.374832630039,97.7909459371641,124.958719322913,0.991080528320363,0.983491912668704,0.998669143972023
"74","VEN",159,"Extrapolation",0,112.101345038728,97.9976543424781,126.205035734979,0.991818987950933,0.984543044593687,0.99909493130818
"75","VEN",166,"Extrapolation",0,112.767708135419,98.1624942007963,127.372922070042,0.99249630913681,0.985533663589129,0.999458954684491
"76","VEN",172,"Extrapolation",0,113.294788772194,98.2748491316548,128.314728412733,0.993032057415377,0.986336175751591,0.999727939079164
"77","VEN",179,"Extrapolation",0,113.862344445062,98.3766605084746,129.34802838165,0.993608946326704,0.987220114306888,0.99999777834652
"78","VEN",186,"Extrapolation",0,114.382911129393,98.4511895559562,130.31463270283,0.994138073533342,0.988050026684444,1
"79","VEN",193,"Extrapolation",0,114.860379130842,98.5023365168842,131.218421744799,0.994623393315553,0.988828440461573,1
"80","VEN",200,"Extrapolation",0,115.298316669431,98.5335010964006,132.063132242461,0.995068532571388,0.989557923749208,1
"81","EMR",1,"Rarefaction",0,23.1222222222222,22.6811347944414,23.563309650003,0.344078453369666,0.336053701206244,0.352103205533088
"82","EMR",6,"Rarefaction",0,72.1326546937646,71.1141616466852,73.1511477408441,0.770549719594387,0.763994941987929,0.777104497200845
"83","EMR",11,"Rarefaction",0,93.0599649090885,91.744737068272,94.375192749905,0.87097456245434,0.865660306139209,0.87628881876947
"84","EMR",16,"Rarefaction",0,105.805478304429,104.169428070694,107.441528538164,0.911916727029351,0.907446891219708,0.916386562838994
"85","EMR",21,"Rarefaction",0,114.888037742562,112.92913859758,116.846936887543,0.933377932086941,0.929583121203427,0.937172742970455
"86","EMR",26,"Rarefaction",0,121.927942535184,119.669435518226,124.186449552143,0.94658849215927,0.943317751693966,0.949859232624573
"87","EMR",31,"Rarefaction",0,127.656854211321,125.129373586263,130.184334836379,0.955622385592763,0.952743965039064,0.958500806146461
"88","EMR",36,"Rarefaction",0,132.463988118955,129.696421247602,135.231554990309,0.962239878257166,0.95964926697389,0.964830489540441
"89","EMR",41,"Rarefaction",0,136.583243795138,133.599676726256,139.56681086402,0.967313504786853,0.964932467716009,0.969694541857696
"90","EMR",46,"Rarefaction",0,140.168343745308,136.987660383166,143.349027107449,0.971326958390504,0.969098878068737,0.973555038712271
"91","EMR",52,"Rarefaction",0,143.91495557951,140.516196763626,147.313714395394,0.975149088746995,0.97305256059527,0.977245616898719
"92","EMR",57,"Rarefaction",0,146.664592742588,143.095133560678,150.234051924498,0.977722314889345,0.975705460260137,0.979739169518554
"93","EMR",62,"Rarefaction",0,149.137242354453,145.404048347591,152.870436361316,0.979872690437975,0.97791656415179,0.98182881672416
"94","EMR",67,"Rarefaction",0,151.377445508942,147.485326945454,155.26956407243,0.981688715368904,0.979779587579073,0.983597843158734
"95","EMR",72,"Rarefaction",0,153.420640352247,149.372793654564,157.468487049929,0.983236226913006,0.981363968917835,0.985108484908177
"96","EMR",77,"Rarefaction",0,155.295429773683,151.093859021978,159.497000525389,0.984565370194393,0.982722390551869,0.986408349836916
"97","EMR",82,"Rarefaction",0,157.025171710001,152.671011360578,161.379332059425,0.985715063170177,0.983895606772281,0.987534519568072
"98","EMR",87,"Rarefaction",0,158.62912875225,154.122888426677,163.135369077823,0.986715975768676,0.984915652799166,0.988516298738185
"99","EMR",92,"Rarefaction",0,160.123319910426,155.465069095481,164.781570725371,0.987592585234282,0.985808043605408,0.989377126863157
"100","EMR",97,"Rarefaction",0,161.521164685945,156.710671610766,166.331657761124,0.988364634057136,0.986593322267013,0.990135945847259
"101","EMR",103,"Rarefaction",0,163.087208694225,158.093447037993,168.080970350457,0.989175483456248,0.987417545545687,0.99093342136681
"102","EMR",108,"Rarefaction",0,164.310525653513,159.163425551122,169.457625755903,0.989770025089025,0.988021701570312,0.991518348607739
"103","EMR",113,"Rarefaction",0,165.468085452256,160.167029320625,170.769141583888,0.99030206378027,0.988562347924845,0.992041779635694
"104","EMR",118,"Rarefaction",0,166.566696930569,161.111054023591,172.022339837547,0.990780303664389,0.989048460403172,0.992512146925605
"105","EMR",123,"Rarefaction",0,167.612231704618,162.00138631628,173.223077092956,0.99121201433271,0.989487512577152,0.992936516088268
"106","EMR",128,"Rarefaction",0,168.609777268679,162.843148294251,174.376406243108,0.991603294134362,0.989885752140396,0.993320836128327
"107","EMR",133,"Rarefaction",0,169.563762294679,163.64081613111,175.486708458247,0.99195927934661,0.990248420690233,0.993670138002988
"108","EMR",138,"Rarefaction",0,170.478059771506,164.398318087212,176.5578014558,0.992284311758687,0.990579930002067,0.993988693515308
"109","EMR",143,"Rarefaction",0,171.356072337816,165.119115901132,177.593028774499,0.992582073937481,0.990884004435175,0.994280143439787
"110","EMR",148,"Rarefaction",0,172.200803205603,165.806272701063,178.595333710143,0.992855699125052,0.991163796705409,0.994547601544695
"111","EMR",154,"Rarefaction",0,173.174276918137,166.590265324001,179.758288512273,0.993155925249919,0.991471233519876,0.994840616979962
"112","EMR",159,"Rarefaction",0,173.954755487853,167.212580506788,180.696930468918,0.993385321876044,0.991706466101951,0.995064177650136
"113","EMR",164,"Rarefaction",0,174.709508968438,167.808985393538,181.610032543338,0.993597864652573,0.991924663112173,0.995271066192973
"114","EMR",169,"Rarefaction",0,175.440407792255,168.381394765712,182.499420818798,0.993795192825376,0.992127433339375,0.995462952311377
"115","EMR",174,"Rarefaction",0,176.149143613079,168.931538569508,183.36674865665,0.993978720866286,0.992316155889103,0.99564128584347
"116","EMR",179,"Rarefaction",0,176.837253669961,169.460985914398,184.213521425523,0.994149672357112,0.992492015802966,0.995807328911259
"117","EMR",184,"Rarefaction",0,177.506141496299,169.971165579372,185.041117413226,0.99430910840419,0.992656033876289,0.99596218293209
"118","EMR",189,"Rarefaction",0,178.157094560946,170.463383576306,185.850805545587,0.994457951531447,0.992809091670249,0.996106811392646
"119","EMR",194,"Rarefaction",0,178.791299326981,170.938838225822,186.64376042814,0.994597005817244,0.992951952522679,0.99624205911181
"120","EMR",200,"Rarefaction",0,179.531778213982,171.488804056979,187.574752370985,0.994751932724872,0.993110852590425,0.996393012859318
"121","MAR",1,"Rarefaction",0,14.0396825396825,13.5412769271713,14.5380881521938,0.267966082532436,0.253053880931073,0.282878284133799
"122","MAR",7,"Rarefaction",0,54.8901031745838,53.1420482197177,56.6381581294498,0.709301696310559,0.695111753337528,0.723491639283591
"123","MAR",14,"Rarefaction",0,77.1197251957617,74.329498340724,79.9099520507993,0.834451609684318,0.823069523333393,0.845833696035243
"124","MAR",21,"Rarefaction",0,90.9822914070866,87.3201484435409,94.6444343706323,0.884633948427651,0.875117945194283,0.894149951661019
"125","MAR",28,"Rarefaction",0,101.079941937869,96.6690049703795,105.490878905358,0.911446688631187,0.903059262578042,0.919834114684333
"126","MAR",35,"Rarefaction",0,109.011310354526,103.941319079596,114.081301629456,0.928492506060539,0.92093470664328,0.936050305477799
"127","MAR",42,"Rarefaction",0,115.50554335784,109.848075606444,121.163011109236,0.940417911295604,0.933520636570113,0.947315186021096
"128","MAR",49,"Rarefaction",0,120.971066012812,114.786088420295,127.156043605329,0.949197275429207,0.942822472266906,0.955572078591509
"129","MAR",56,"Rarefaction",0,125.669251837933,119.007529865882,132.330973809984,0.95585614035416,0.949878384282129,0.961833896426191
"130","MAR",63,"Rarefaction",0,129.780229950683,122.684310059019,136.876149842346,0.961012783994404,0.955318969610623,0.966706598378186
"131","MAR",69,"Rarefaction",0,132.935521545601,125.495465926476,140.375577164726,0.964549012307187,0.95901881588664,0.970079208727735
"132","MAR",76,"Rarefaction",0,136.272685429065,128.457401724756,144.087969133375,0.967896348530647,0.962476213174224,0.973316483887069
"133","MAR",83,"Rarefaction",0,139.309420116604,131.140612317553,147.478227915655,0.970598796256053,0.965214495030317,0.975983097481789
"134","MAR",90,"Rarefaction",0,142.102567326468,133.595411612422,150.609723040514,0.97280211158024,0.967392110884658,0.978212112275822
"135","MAR",97,"Rarefaction",0,144.696523239108,135.860080525186,153.532965953029,0.974610226628836,0.969124505838018,0.980095947419653
"136","MAR",104,"Rarefaction",0,147.126800019265,137.964445212538,156.289154825993,0.976097371552284,0.970495872175242,0.981698870929326
"137","MAR",111,"Rarefaction",0,149.422574048647,139.932431310361,158.912716786934,0.977316272818857,0.971567118261875,0.983065427375838
"138","MAR",118,"Rarefaction",0,151.608548011032,141.783916353388,161.433179668677,0.978303705169581,0.972381379513825,0.984226030825337
"139","MAR",125,"Rarefaction",0,153.706349206349,143.536101553703,163.876596858995,0.979084228377614,0.972967845813457,0.985200610941772
"140","MAR",126,"Observed",0,154,143.779228953389,164.220771046611,0.979183248600488,0.973038308965144,0.985328188235832
"141","MAR",127,"Extrapolation",0,154.292260581157,144.020651072703,164.56387008961,0.979281800038144,0.973108629442533,0.985454970633755
"142","MAR",130,"Extrapolation",0,155.160766709971,144.734710777118,165.586822642825,0.979574663780731,0.97331887436216,0.985830453199301
"143","MAR",134,"Extrapolation",0,156.299707645964,145.663085816354,166.936329475575,0.979958719222637,0.973597972873534,0.986319465571739
"144","MAR",138,"Extrapolation",0,157.417233195705,146.564580708648,168.269885682762,0.98033555331059,0.973876225697968,0.986794880923211
"145","MAR",142,"Extrapolation",0,158.513746030441,147.439473880487,169.588018180395,0.980705301826945,0.974154082640381,0.987256521013509
"146","MAR",146,"Extrapolation",0,159.589641250035,148.288093071083,170.891189428988,0.981068098000959,0.974431857767599,0.987704338234319
"147","MAR",150,"Extrapolation",0,160.645306525331,149.110811964912,172.17980108575,0.981424072556791,0.974709757993244,0.988138387120338
"148","MAR",153,"Extrapolation",0,161.424008674289,149.711102635446,173.136914713132,0.981686654037955,0.974918341660351,0.988454966415559
"149","MAR",157,"Extrapolation",0,162.445182532446,150.489518845342,174.40084621955,0.982030997949885,0.975196715621332,0.988865280278437
"150","MAR",161,"Extrapolation",0,163.447155366289,151.243265194231,175.651045538347,0.98236886719957,0.975475402057817,0.989262332341323
"151","MAR",165,"Extrapolation",0,164.430288210653,151.972849212757,176.887727208549,0.982700383529401,0.975754375555383,0.989646391503419
"152","MAR",169,"Extrapolation",0,165.394935311872,152.678803035129,178.111067588616,0.983025666392659,0.976033578264679,0.99001775452064
"153","MAR",173,"Extrapolation",0,166.341444255425,153.361678825626,179.321209685224,0.98334483299656,0.976312927836047,0.990376738157072
"154","MAR",176,"Extrapolation",0,167.039628202174,153.859031825137,180.220224579212,0.983580263417688,0.976522476472665,0.990638050362711
"155","MAR",180,"Extrapolation",0,167.955212158838,154.502894519012,181.407529798664,0.983889001992241,0.976801833233088,0.990976170751394
"156","MAR",184,"Extrapolation",0,168.853580486965,155.125266300244,182.581894673687,0.98419193538795,0.977081031593615,0.991302839182286
"157","MAR",188,"Extrapolation",0,169.735056890203,155.726737958304,183.743375822102,0.984489172758983,0.977359944502537,0.991618401015428
"158","MAR",192,"Extrapolation",0,170.599958985633,156.307902290365,184.892015680902,0.984780821207088,0.97763844121393,0.991923201200245
"159","MAR",196,"Extrapolation",0,171.448598418217,156.869351266537,186.027845569897,0.985066985820194,0.977916389484064,0.992217582156325
"160","MAR",200,"Extrapolation",0,172.281280973087,157.411673534845,187.15088841133,0.985347769710273,0.978193657313525,0.992501882107021
"161","ABR",1,"Rarefaction",0,11.3448275862069,10.7723110771497,11.9173440952641,0.353997313918138,0.331260356452256,0.37673427138402
"162","ABR",5,"Rarefaction",0,31.374052327185,30.1518383392597,32.5962663151102,0.757263410247932,0.737973580127441,0.776553240368424
"163","ABR",10,"Rarefaction",0,41.8863697364524,40.3024762013483,43.4702632715565,0.874033417509851,0.85825405131775,0.889812783701953
"164","ABR",15,"Rarefaction",0,47.8716259854979,45.9335042625824,49.8097477084133,0.91839126604631,0.905193860189386,0.931588671903235
"165","ABR",19,"Rarefaction",0,51.2194028303785,48.9846827162613,53.4541229444957,0.937404567641339,0.925833453365317,0.94897568191736
"166","ABR",24,"Rarefaction",0,54.4050446052339,51.8025855433456,57.0075036671223,0.952052809361011,0.94202174437183,0.962083874350192
"167","ABR",29,"Rarefaction",0,56.8964461402657,53.9413160753032,59.8515762052283,0.961343791391066,0.952437899871718,0.970249682910413
"168","ABR",34,"Rarefaction",0,58.9362673925143,55.6473637411419,62.2251710438867,0.967625021663539,0.959553343090667,0.975696700236411
"169","ABR",38,"Rarefaction",0,60.3396391738595,56.797196992898,63.8820813548211,0.971288721091219,0.963733321196977,0.97884412098546
"170","ABR",43,"Rarefaction",0,61.8852770644548,58.0413380638702,65.7292160650394,0.974737143376999,0.967685616208667,0.981788670545331
"171","ABR",48,"Rarefaction",0,63.2565189644641,59.1261803155897,67.3868576133386,0.97731727208212,0.970644776424991,0.983989767739248
"172","ABR",52,"Rarefaction",0,64.2570446075784,59.9068910819167,68.60719813324,0.978941295990267,0.972496385564123,0.985386206416411
"173","ABR",57,"Rarefaction",0,65.412781524225,60.7974910732032,70.0280719752467,0.980575965014396,0.974332003565364,0.986819926463428
"174","ABR",62,"Rarefaction",0,66.4835655422489,61.6115877339087,71.3555433505892,0.981889141979133,0.975762143068421,0.988016140889845
"175","ABR",67,"Rarefaction",0,67.4854898135145,62.3628336966183,72.6081459304108,0.982968668535566,0.976882838724871,0.989054498346261
"176","ABR",71,"Rarefaction",0,68.2454738546433,62.9249522569016,73.565995452385,0.983705482954438,0.977603237145822,0.989807728763053
"177","ABR",76,"Rarefaction",0,69.1510833510641,63.5845219943707,74.7176447077575,0.98450503115206,0.978326718718666,0.990683343585454
"178","ABR",81,"Rarefaction",0,70.0138412905719,64.2004252829349,75.827257298209,0.985199993107935,0.978889910694551,0.991510075521319
"179","ABR",86,"Rarefaction",0,70.8390804597701,64.7756411074202,76.90251981212,0.985815602836879,0.979323200673069,0.992308005000689
"180","ABR",87,"Observed",0,71,64.8859739793412,77.1140260206588,0.985932443011205,0.979399675586527,0.992465210435883
"181","ABR",88,"Extrapolation",0,71.159594008597,64.99475336558,77.3244346516141,0.986048320745874,0.979475245967673,0.992621395524074
"182","ABR",93,"Extrapolation",0,71.9380600996245,65.5154094644666,78.3607107347823,0.986613548024377,0.979842915270674,0.993384180778081
"183","ABR",99,"Extrapolation",0,72.8307024030374,66.0894602012889,79.571944604786,0.98726167616464,0.980271070387935,0.994252281941345
"184","ABR",105,"Extrapolation",0,73.6801258911075,66.6091403167959,80.7511114654191,0.987878424064122,0.980694082960008,0.995062765168235
"185","ABR",111,"Extrapolation",0,74.4884230772552,67.0759743776053,81.9008717769051,0.988465311051254,0.981116763763828,0.995813858338681
"186","ABR",117,"Extrapolation",0,75.257585162258,67.4919296340653,83.0232406904507,0.989023782893567,0.98154096787391,0.996506597913225
"187","ABR",123,"Extrapolation",0,75.9895069394764,67.859317048428,84.1196968305249,0.989555215359262,0.981966900758171,0.997143529960353
"188","ABR",129,"Extrapolation",0,76.6859914625852,68.1806861813059,85.1912967438645,0.990060917606353,0.982393891953832,0.997727943258874
"189","ABR",135,"Extrapolation",0,77.3487544873085,68.4587279195506,86.2387810550663,0.990542135407712,0.982820849469519,0.998263421345906
"190","ABR",141,"Extrapolation",0,77.9794286981002,68.6961917663037,87.2626656298967,0.991000054219973,0.98324652367999,0.998753584759955
"191","ABR",146,"Extrapolation",0,78.4816014103036,68.8650610423372,88.09814177827,0.991364670892078,0.983599363036717,0.999129978747439
"192","ABR",152,"Extrapolation",0,79.0574268851689,69.0352138404293,89.0796399299085,0.991782765231449,0.984019471703411,0.999546058759488
"193","ABR",158,"Extrapolation",0,79.605372777392,69.1723834065941,90.0383621481899,0.99218061681291,0.984434959199289,0.99992627442653
"194","ABR",164,"Extrapolation",0,80.1267889250092,69.27906593836,90.9745119116584,0.992559205724466,0.984844868957085,1
"195","ABR",170,"Extrapolation",0,80.6229598113225,69.3576285597385,91.8882910629065,0.992919464601475,0.98524838057614,1
"196","ABR",176,"Extrapolation",0,81.095107729161,69.4103010282023,92.7799144301197,0.993262280924147,0.98564480588219,1
"197","ABR",182,"Extrapolation",0,81.5443957919406,69.4391729765575,93.6496186073236,0.993588499203808,0.98603358023371,1
"198","ABR",188,"Extrapolation",0,81.9719307989364,69.4461951056833,94.4976664921894,0.993898923063311,0.986414251545234,1
"199","ABR",194,"Extrapolation",0,82.3787659618296,69.4331830863695,95.3243488372898,0.994194317216727,0.986786468512952,1
"200","ABR",200,"Extrapolation",0,82.7659034992431,69.4018232248501,96.1299837736361,0.994475409353174,0.987149968915654,1
"201","MOL",1,"Rarefaction",0,7.86666666666667,7.17221642765738,8.56111690567595,0.265536723163827,0.230154540026536,0.300918906301119
"202","MOL",3,"Rarefaction",0,18.1486257928119,16.8192668585552,19.4779847270685,0.534052302972286,0.49161773652126,0.576486869423312
"203","MOL",5,"Rarefaction",0,24.8943752409436,23.1047412638484,26.6840092180389,0.662596969975811,0.624825473167741,0.700368466783881
"204","MOL",8,"Rarefaction",0,31.9669427354117,29.6269346051954,34.306950865628,0.760091747653999,0.729211426034304,0.790972069273695
"205","MOL",10,"Rarefaction",0,35.5806304178847,32.9506678149136,38.2105930208558,0.797549463564585,0.769768332574661,0.825330594554508
"206","MOL",12,"Rarefaction",0,38.6524299080984,35.7768822373793,41.5279775788175,0.824392753988999,0.798748615854032,0.850036892123967
"207","MOL",15,"Rarefaction",0,42.5504332286429,39.360576714074,45.7402897432119,0.853411884189245,0.829852371856635,0.876971396521855
"208","MOL",17,"Rarefaction",0,44.7961790165161,41.4184998980704,48.1738581349618,0.868078417597465,0.845483871249924,0.890672963945007
"209","MOL",20,"Rarefaction",0,47.7643459427473,44.1219681906378,51.4067236948567,0.885501891249264,0.864015928834677,0.906987853663852
"210","MOL",22,"Rarefaction",0,49.5274183037763,45.7147550081391,53.3400815994135,0.894877120070697,0.873982101913106,0.915772138228288
"211","MOL",24,"Rarefaction",0,51.1486180995636,47.1682758248671,55.1289603742601,0.902897657452506,0.882500577443626,0.923294737461385
"212","MOL",27,"Rarefaction",0,53.3574332110314,49.128251173473,57.5866152485898,0.912962391785723,0.893150882311111,0.932773901260336
"213","MOL",29,"Rarefaction",0,54.7037600352147,50.3096558180572,59.0978642523722,0.918648695415005,0.899121873954631,0.938175516875379
"214","MOL",32,"Rarefaction",0,56.563596419856,51.9226889801393,61.2045038595728,0.926003218126311,0.906747045705023,0.9452593905476
