Latitude,Longitude,Date,temp,nppv,mld,dic,sal,o2,ph,nh4,chl,phyc,no3,po4,id,Closest_coast	,Region
39.9375,9.75,2015-07-31,26.860453,6.91144,11.884168,2.329694,38.238125,215.69383,7.9578767,0.14722992,0.03484532,0.2100586,0.59558827,0.009172753,0073-MS00370_TR03,5.556,Sardegna
39.9375,9.833334,2015-07-31,27.304981,7.386886,11.895693,2.3255253,38.202213,214.29152,7.952358,0.14613056,0.036364254,0.21624082,0.5831967,0.009403418,0073-MS00370_TR06,11.112,Sardegna
39.9375,9.958334,2015-07-31,27.699749,8.079082,11.9021845,2.32379,38.16456,212.15677,7.9489284,0.14498039,0.03921856,0.22877322,0.5700264,0.009703364,0073-MS00370_TR12,22.224,Sardegna
40.895836,8.375,2015-07-31,26.636389,9.439546,11.708285,2.3254864,38.09348,212.81964,7.9615226,0.15464407,0.048319068,0.292224,0.67884874,0.010782274,0182-MS01070_TR03,5.556,Sardegna
40.9375,8.416667,2015-07-31,26.562054,9.172945,11.706756,2.3214636,38.08283,212.54105,7.9624686,0.15528522,0.046816103,0.2860058,0.6767133,0.010730035,0182-MS01070_TR06,11.112,Sardegna
41.020836,8.416667,2015-07-31,26.508461,9.158028,11.744662,2.3129764,38.07646,212.53897,7.9623976,0.1542921,0.046619937,0.2869253,0.6602919,0.010604427,0182-MS01070_TR12,22.224,Sardegna
44.645836,12.375001,2015-07-31,27.09615,80.87552,12.017977,2.426439,33.979954,226.3223,7.97784,1.3677489,0.6164458,2.9012904,15.52205,0.10132377,1004,10.0,Emilia-Romagna
44.270836,12.541667,2015-07-31,27.420216,53.425125,11.949488,2.442783,34.465282,228.68687,7.994535,1.2523124,0.398918,1.7647414,10.699504,0.044722784,1014,10.0,Emilia-Romagna
44.145836,12.666667,2015-07-31,27.451134,47.530895,12.063082,2.481661,34.51863,232.53503,7.9953575,1.2620212,0.34086695,1.524281,10.321453,0.037085716,1017,10.0,Emilia-Romagna
43.395836,14.000001,2015-07-31,27.588297,21.270784,11.837813,2.405063,35.782085,215.86336,7.9745994,0.8796875,0.12998301,0.6401827,7.533559,0.016108952,1E_MS_CH_12,22.2,Marche
43.3125,13.791667,2015-07-31,27.756725,33.309223,12.038463,2.4009316,35.780052,226.58594,7.969153,0.74176157,0.23383895,0.93752617,6.61221,0.008112959,1E_MS_CH_3,5.6,Marche
43.354168,13.875001,2015-07-31,27.499144,26.395256,11.6931,2.4044683,35.573097,220.72183,7.976058,0.8168839,0.17758735,0.7855388,7.2603965,0.011604886,1E_MS_CH_6,11.1,Marche
43.8125,13.541667,2015-07-31,27.374123,20.648533,11.980824,2.4309554,35.947712,216.25516,7.9848766,1.0286071,0.12625214,0.64737415,7.933155,0.022775747,1E_MS_ES_12,22.2,Marche
43.6875,13.416667,2015-07-31,27.29513,39.15374,11.8766365,2.4455235,35.38598,229.71281,7.987122,0.96384513,0.291647,1.2073144,7.5656404,0.015334992,1E_MS_ES_3,5.6,Marche
43.729168,13.458334,2015-07-31,27.25939,30.70045,11.887584,2.4455392,35.39225,225.7633,7.9893517,1.010914,0.22006522,0.9703901,7.8787103,0.018235607,1E_MS_ES_6,11.1,Marche
42.770836,14.041667,2015-07-31,27.909113,24.413738,11.580451,2.4068596,35.834885,221.3035,7.963052,0.65915465,0.15144493,0.67084086,6.722807,0.008588896,1_ABR_GU04,5.556,Abruzzo
42.770836,14.125001,2015-07-31,27.794847,20.955635,11.757184,2.405051,35.750217,218.50732,7.970395,0.6574718,0.12365133,0.5857096,6.4129252,0.010144177,1_ABR_GU05,11.112,Abruzzo
42.8125,14.250001,2015-07-31,27.772085,17.25881,11.85707,2.3975716,36.655754,215.44206,7.975553,0.5655055,0.09286018,0.48870918,4.7339454,0.011587953,1_ABR_GU06,22.224,Abruzzo
42.229168,14.708334,2015-07-31,27.542078,17.120028,11.730055,2.4013023,36.25395,217.20764,7.9822392,0.48028752,0.094147466,0.4817354,4.3673115,0.008313804,1_ABR_VA13,5.556,Abruzzo
42.270836,14.750001,2015-07-31,27.520931,15.082235,11.843737,2.4020233,36.446835,216.25201,7.981485,0.47812885,0.082255624,0.42955408,4.2173696,0.008589679,1_ABR_VA14,11.112,Abruzzo
42.354168,14.833334,2015-07-31,27.451323,13.292958,11.872057,2.399042,37.04068,215.97357,7.9808254,0.44289285,0.07261068,0.38444158,3.5769594,0.008320821,1_ABR_VA15,22.224,Abruzzo
44.645836,12.541667,2015-07-31,26.944363,45.23589,12.189586,2.4794261,35.656006,231.13937,7.996738,0.97762495,0.28335887,1.5496159,9.462935,0.043096136,2004,20.0,Emilia-Romagna
44.270836,12.666667,2015-07-31,27.279522,45.70491,12.081033,2.4613447,35.634567,226.96758,7.997362,1.0458384,0.30780694,1.5311255,9.009123,0.03784395,2014,20.0,Emilia-Romagna
44.229168,12.791667,2015-07-31,27.250988,37.701725,12.193422,2.4785511,36.140175,225.58191,7.9986873,0.9927483,0.24606001,1.2481198,8.034456,0.031564794,2017,20.0,Emilia-Romagna
44.645836,12.333334,2015-07-31,27.405788,94.014915,11.472088,2.4191878,33.091503,225.15926,7.9726453,1.5398993,0.75317854,3.3009698,17.492393,0.11991631,604,6.0,Emilia-Romagna
44.229168,12.458334,2015-07-31,28.38387,57.815887,8.437916,2.4309494,34.332493,231.28244,7.9747343,1.364671,0.4419189,1.6809878,10.736072,0.04029795,614,6.0,Emilia-Romagna
44.104168,12.625001,2015-07-31,27.985807,49.42852,10.409658,2.4728482,34.59386,234.58067,7.9814806,1.2685336,0.35702097,1.4725404,10.071881,0.032871272,617,6.0,Emilia-Romagna
38.270836,13.333334,2015-07-31,27.702744,9.416724,11.824374,2.316716,38.076214,214.93814,7.9520397,0.14595374,0.045896426,0.26800752,0.5656045,0.010239364,CGM1A,5.556,Sicilia
38.3125,13.375001,2015-07-31,28.076927,9.396307,11.870795,2.3211148,38.098465,214.27321,7.946702,0.14926755,0.04511193,0.25826254,0.58325607,0.010465342,CGM1B,11.112,Sicilia
38.395836,13.458334,2015-07-31,28.380157,9.543428,11.885647,2.3229573,38.081352,213.85109,7.942077,0.1494666,0.045213964,0.2546894,0.5939453,0.010612861,CGM1C,22.224,Sicilia
36.604168,15.041667,2015-07-31,26.733727,10.137072,11.78363,2.3644195,38.66018,219.15758,7.983249,0.12699865,0.052227933,0.30760056,0.33609852,0.006786146,COM1A,5.556,Sicilia
36.5625,15.000001,2015-07-31,26.753569,9.799512,11.7971115,2.3580375,38.658894,217.21927,7.980972,0.12922719,0.050123084,0.2982641,0.34705004,0.0071006757,COM1B,11.112,Sicilia
36.479168,14.916667,2015-07-31,26.696121,9.274956,11.801012,2.3217576,38.204914,214.89545,7.9706764,0.13178809,0.046004854,0.2860714,0.37033775,0.00882631,COM1C,22.224,Sicilia
37.9375,12.416667,2015-07-31,25.332926,9.955648,11.696135,2.321615,37.854458,222.191,7.98468,0.12199411,0.05376337,0.34325024,0.41812828,0.009046501,IEM1A,5.556,Sicilia
37.979168,12.375001,2015-07-31,26.206736,9.888184,11.792128,2.3227677,37.90711,218.98291,7.972671,0.12710235,0.05040572,0.31763726,0.44800186,0.009398959,IEM1B,11.112,Sicilia
38.020832,12.250001,2015-07-31,26.471548,9.503426,11.87035,2.3269625,37.922108,216.70937,7.96853,0.13466084,0.04805389,0.29935858,0.48206052,0.010222969,IEM1C,22.224,Sicilia
45.645836,13.166667,2015-07-31,26.998636,45.001926,11.307308,2.3645256,34.16451,231.90877,7.9652486,0.7531791,0.35025814,1.3596443,13.997119,0.030591447,ITA06SMLG1,5.556,Friuli-Venezia-Giulia
45.604168,13.250001,2015-07-31,27.237629,42.45344,12.196243,2.3534036,34.965576,230.5718,7.961883,0.73336387,0.3054804,1.241795,11.852526,0.016867701,ITA06SMLG2,11.112,Friuli-Venezia-Giulia
45.5625,13.333334,2015-07-31,27.048265,32.508858,11.57621,2.347577,35.45589,230.74898,7.962999,0.6923281,0.23210642,0.9734974,10.453798,0.0115803825,ITA06SMLG3,20.372,Friuli-Venezia-Giulia
45.645836,13.708334,2015-07-31,26.34005,30.19685,14.498387,2.4332795,36.278294,258.91235,7.9581647,0.5262458,0.21568362,0.93405354,10.819061,0.013272843,ITA06SMTS1,5.556,Friuli-Venezia-Giulia
45.645836,13.625001,2015-07-31,26.460135,32.24606,11.874705,2.427167,35.47927,254.97884,7.964431,0.53840405,0.230953,0.9865937,11.158139,0.014314069,ITA06SMTS2,11.112,Friuli-Venezia-Giulia
45.604168,13.500001,2015-07-31,26.814316,32.59901,11.63158,2.3806684,35.485664,240.52303,7.9645414,0.6247922,0.23324947,0.9818727,10.456815,0.011765481,ITA06SMTS3,22.224,Friuli-Venezia-Giulia
39.895836,15.125001,2015-07-31,27.152342,9.841087,11.871983,2.3118863,37.899612,222.24242,7.9654036,0.12604995,0.046519563,0.28873855,0.4706975,0.008908435,M1CL12,22.224,Campania
39.979168,15.250001,2015-07-31,26.771444,8.768566,11.812759,2.3079371,37.864307,226.85619,7.96825,0.13196331,0.04220067,0.26746583,0.5309915,0.009139806,M1CL3,5.556,Campania
39.979168,15.208334,2015-07-31,26.822142,9.010057,11.831678,2.3074272,37.859447,226.88728,7.9675136,0.12652647,0.042975925,0.27316606,0.4910384,0.008927636,M1CL6,11.112,Campania
40.9375,13.708334,2015-07-31,27.172201,10.053903,11.867561,2.3302636,38.075024,214.7066,7.9641213,0.16973759,0.04966106,0.29385498,0.7038365,0.00925193,M1FV12,22.224,Campania
40.979168,13.875001,2015-07-31,25.99789,9.306897,11.7275095,2.3373482,37.874046,224.04128,7.979681,0.15995057,0.051545493,0.3006761,0.88318443,0.01405016,M1FV3,5.556,Campania
40.979168,13.791667,2015-07-31,27.037724,9.7575245,11.819107,2.3306515,38.046135,217.54623,7.9652452,0.16598934,0.048445713,0.28891164,0.7280106,0.010348934,M1FV6,11.112,Campania
40.6875,14.208334,2015-07-31,26.903727,15.604886,11.865147,2.3238428,38.000305,221.5565,7.9737706,0.120773,0.08650466,0.46997637,0.42669323,0.0085534705,M1GN12,22.224,Campania
40.729168,14.416667,2015-07-31,27.42943,24.66871,11.801529,2.316695,37.995274,230.85823,7.9798903,0.057986367,0.14720802,0.7007153,0.05405732,0.0065402864,M1GN3,5.556,Campania
40.729168,14.333334,2015-07-31,27.054308,20.698938,11.863088,2.3178024,37.97937,227.7481,7.982564,0.06823828,0.122360304,0.60292006,0.106706746,0.006899095,M1GN6,11.112,Campania
40.479168,14.625001,2015-07-31,26.774845,11.602225,11.886597,2.3226018,37.93157,223.13243,7.9718757,0.11519743,0.057932183,0.35126102,0.32223925,0.008043372,M1GS12,22.224,Campania
40.604168,14.791667,2015-07-31,26.24055,10.168684,11.78323,2.32151,37.838356,231.73393,7.9768243,0.099319786,0.051109456,0.3251636,0.2598828,0.0075525707,M1GS3,5.556,Campania
40.5625,14.750001,2015-07-31,26.496164,10.629521,11.862866,2.3215826,37.872223,228.35262,7.974014,0.103570506,0.05265278,0.33105478,0.27136493,0.0076603913,M1GS6,11.112,Campania
42.104168,14.958334,2015-07-31,27.45815,17.115591,11.846522,2.4002311,36.699738,218.64359,7.983376,0.4250087,0.09870234,0.48391077,3.5301044,0.006946016,R14001_B2_10KM,10.0,Molise
42.1875,15.000001,2015-07-31,27.412252,15.794524,11.869725,2.4016762,36.705097,217.37239,7.9844704,0.43152252,0.08783479,0.45027745,3.623963,0.007662082,R14001_B2_20KM,20.0,Molise
42.0625,14.958334,2015-07-31,27.479967,17.779865,11.661155,2.3994343,36.672024,219.5305,7.9834104,0.41958466,0.10478815,0.5007398,3.4181979,0.006542031,R14001_B2_6KM,6.0,Molise
37.479168,12.958334,2015-07-31,23.746542,10.929265,11.78901,2.3200848,37.877605,234.38443,8.000983,0.13939424,0.06428113,0.43385404,0.40948856,0.010942894,SMM1A,5.556,Sicilia
37.479168,12.875001,2015-07-31,23.95417,10.783912,11.829492,2.3201263,37.87749,232.90674,7.998237,0.14110199,0.062043622,0.42003882,0.4142066,0.01097907,SMM1B,11.112,Sicilia
37.479168,12.791667,2015-07-31,24.00155,10.638256,11.84359,2.3205564,37.875877,232.33107,7.997577,0.14294718,0.060776453,0.4126675,0.41767424,0.01106266,SMM1C,22.224,Sicilia
43.1875,10.458334,2015-07-31,27.349075,14.6578665,11.805689,2.3340805,37.708138,225.7991,7.977584,0.19099124,0.06843231,0.44199038,0.9072857,0.03149714,SMR_CCE_WA1,5.556,Toscana
43.1875,10.416667,2015-07-31,27.494352,15.1490135,11.845384,2.3346658,37.713444,224.72476,7.976091,0.19483055,0.069640845,0.45303732,0.9395569,0.032593813,SMR_CCE_WA3,11.112,Toscana
43.1875,10.250001,2015-07-31,27.7158,13.102305,11.891139,2.339811,37.87288,218.16101,7.9703064,0.20080061,0.06015365,0.38514578,0.99161357,0.028892975,SMR_CCE_WA5,22.224,Toscana
42.895836,10.666667,2015-07-31,27.134672,10.132304,11.736024,2.3356712,37.985798,221.20667,7.9693666,0.16376503,0.051372033,0.30101204,0.62203574,0.010870292,SMR_CFO_WA1,5.556,Toscana
42.854168,10.625001,2015-07-31,27.279888,10.347484,11.78693,2.3364675,37.966248,219.25372,7.9682713,0.16694242,0.051619478,0.30411413,0.6847389,0.012462412,SMR_CFO_WA3,11.112,Toscana
42.770836,10.541667,2015-07-31,27.391428,10.438404,11.854973,2.33832,37.97864,217.27356,7.9669676,0.1709624,0.051493783,0.30372667,0.7513003,0.01345578,SMR_CFO_WA5,22.224,Toscana
42.604168,11.000001,2015-07-31,27.206928,9.990026,11.834352,2.3448582,38.070374,217.05032,7.9650865,0.17727719,0.05059555,0.2932805,0.8932539,0.009419686,SMR_COM_WA1,5.556,Toscana
42.5625,10.958334,2015-07-31,27.287745,9.996821,11.870807,2.346429,38.08149,215.9305,7.9643335,0.17887346,0.04982364,0.2911572,0.91899055,0.009625099,SMR_COM_WA3,11.112,Toscana
42.520836,10.875001,2015-07-31,27.361328,9.947451,11.882206,2.3477697,38.088467,215.08224,7.9640155,0.18037112,0.049147625,0.28791702,0.9224224,0.009717336,SMR_COM_WA5,22.224,Toscana
43.729168,10.208334,2015-07-31,27.46463,14.483391,11.5873995,2.325367,37.691975,226.313,7.9685364,0.15982464,0.07106648,0.43150494,1.083233,0.043623935,SMR_CPI_WA1,5.556,Toscana
43.729168,10.125001,2015-07-31,27.559122,11.265845,11.71202,2.3304965,37.961594,220.22067,7.9632163,0.16321883,0.056428745,0.32988462,0.8118876,0.019218095,SMR_CPI_WA3,11.112,Toscana
43.729168,10.000001,2015-07-31,27.483988,8.477409,11.827332,2.337006,38.128796,215.83434,7.9577727,0.16600548,0.043738514,0.24509871,0.77134174,0.009862753,SMR_CPI_WA5,22.224,Toscana
39.1875,9.208334,2015-08-31,27.213264,8.060461,12.598759,2.326588,38.20755,215.52765,7.9586754,0.12524468,0.0501786,0.23525958,0.4054409,0.009198636,0004-MS00200_TR03,5.556,Sardegna
39.104168,9.208334,2015-08-31,27.35248,6.87133,12.301688,2.3226697,38.21417,212.98122,7.957453,0.1356077,0.041583773,0.19890003,0.44858214,0.009455125,0004-MS00200_TR06,11.112,Sardegna
39.104168,9.5,2015-08-31,27.573666,6.3158016,11.722429,2.3159673,38.20919,212.6707,7.954041,0.14141957,0.037318625,0.17953865,0.47276035,0.009607255,0018-MS00110_TR03,5.556,Sardegna
39.020836,9.5,2015-08-31,27.568422,6.365649,11.860219,2.321629,38.207123,211.77528,7.955846,0.14265493,0.03771409,0.18142182,0.478223,0.00967875,0018-MS00110_TR06,11.112,Sardegna
38.9375,9.5,2015-08-31,27.52192,6.4342475,11.881138,2.319884,38.1956,210.25761,7.957953,0.1433904,0.03823671,0.1843431,0.4737886,0.009653603,0018-MS00110_TR12,22.224,Sardegna
40.979168,9.625,2015-08-31,26.444796,7.626318,14.067317,2.3413842,38.322083,213.23535,7.976058,0.14380877,0.049995717,0.24063793,0.45557424,0.008521823,0129-MS00730_TR03,5.556,Sardegna
40.979168,9.666667,2015-08-31,26.483065,7.461789,14.416674,2.3418531,38.323883,212.91895,7.975556,0.14477623,0.048903365,0.2348451,0.4623407,0.00862579,0129-MS00730_TR06,11.112,Sardegna
41.0625,9.791667,2015-08-31,26.514097,7.4190054,13.621308,2.3447955,38.346123,213.49077,7.975595,0.14525656,0.04844289,0.23389733,0.4748943,0.008793466,0129-MS00730_TR12,22.224,Sardegna
40.520836,8.25,2015-08-31,23.031666,8.315093,11.843292,2.3342493,37.948673,240.7396,8.006441,0.14722887,0.057158533,0.36239487,0.37647632,0.010687505,0192-MS01200_TR03,5.556,Sardegna
40.479168,8.208334,2015-08-31,23.600533,8.253702,11.904169,2.340033,37.957367,235.51117,8.000304,0.14432527,0.05408613,0.34137577,0.3854492,0.0102787735,0192-MS01200_TR06,11.112,Sardegna
40.4375,8.125,2015-08-31,24.288795,8.003922,11.9468,2.35014,37.99757,228.21458,7.993271,0.14196321,0.049510803,0.31039932,0.4079398,0.009970968,0192-MS01200_TR12,22.224,Sardegna
39.854168,8.5,2015-08-31,25.61503,15.149526,7.536343,2.3280647,38.152077,236.75258,7.97009,0.09392296,0.095884554,0.50959045,0.20439093,0.0103234,0222-MS01380_TR03,5.556,Sardegna
39.8125,8.458334,2015-08-31,26.444801,17.778551,8.146366,2.3244162,38.271828,234.50354,7.959098,0.08218718,0.10881612,0.5548501,0.1573711,0.010112025,0222-MS01380_TR06,11.112,Sardegna
39.770836,8.333334,2015-08-31,24.352669,8.644367,11.827028,2.338169,37.93153,230.00403,7.989485,0.13264614,0.0539685,0.3315135,0.37933776,0.010962589,0222-MS01380_TR12,22.224,Sardegna
44.645836,12.375001,2015-08-31,26.893785,86.64646,12.690095,2.4358428,34.618916,220.2915,7.9862576,1.0161587,0.84072214,2.812467,14.227384,0.11103892,1004,10.0,Emilia-Romagna
44.270836,12.541667,2015-08-31,27.20824,47.845913,11.843343,2.4396133,35.131474,224.98083,8.002409,0.95360935,0.4425186,1.4663199,9.399971,0.034550346,1014,10.0,Emilia-Romagna
44.145836,12.666667,2015-08-31,27.29124,40.05638,12.136728,2.4653804,35.421032,225.03528,8.003378,0.86595434,0.34995684,1.197272,8.571024,0.022821369,1017,10.0,Emilia-Romagna
41.979168,15.666667,2015-08-31,27.829044,16.763426,13.540199,2.3852181,37.005577,210.66039,7.9941382,0.36500466,0.12154139,0.45895642,2.947281,0.007723733,1CA02bis,5.556,Puglia
42.020836,15.708334,2015-08-31,27.601307,14.131148,13.201312,2.3854983,37.122955,209.81384,7.99547,0.364945,0.100662544,0.39420065,2.9254503,0.007836916,1CA03,11.112,Puglia
42.104168,15.791667,2015-08-31,27.460714,10.253,12.648256,2.3864894,37.4037,207.62938,7.995621,0.35484043,0.06789472,0.29322267,2.7151258,0.008158109,1CA04,22.224,Puglia
44.645836,12.541667,2015-08-31,26.469011,58.40568,12.388326,2.46599,36.356834,227.16833,8.019542,0.5172932,0.46732175,1.8578999,6.3822002,0.04434135,2004,20.0,Emilia-Romagna
44.270836,12.666667,2015-08-31,26.7902,42.004475,12.093022,2.4488068,36.041363,225.85194,8.01456,0.7830045,0.35386583,1.345072,7.3677087,0.032300297,2014,20.0,Emilia-Romagna
44.229168,12.791667,2015-08-31,26.680895,34.396416,12.203352,2.459131,36.517197,225.23497,8.019137,0.6976256,0.2771203,1.0952929,6.0763783,0.024836663,2017,20.0,Emilia-Romagna
41.395836,16.25,2015-08-31,28.28204,16.991827,16.659079,2.3782997,37.69254,210.24806,7.996034,0.26706678,0.12368404,0.44264936,1.1228051,0.008007071,3FO02bis,5.556,Puglia
41.4375,16.25,2015-08-31,28.010664,16.793573,16.391918,2.3786957,37.593006,210.28053,8.000545,0.26701123,0.12354945,0.4464339,1.1686862,0.007970479,3FO03,11.112,Puglia
41.520836,16.333334,2015-08-31,27.671545,15.399715,14.532508,2.3800733,37.48687,210.30798,8.000941,0.27051264,0.10950247,0.4240795,1.4524903,0.007981672,3FO04,22.224,Puglia
41.145836,16.958334,2015-08-31,27.800158,13.163419,15.363371,2.380463,37.567806,209.52057,8.000325,0.252894,0.08991362,0.36100897,1.0919406,0.008273704,4BA02bis,5.556,Puglia
41.1875,17.0,2015-08-31,27.688969,12.1313305,15.4059925,2.381632,37.58244,209.47713,8.001659,0.25498244,0.08286128,0.33547258,1.1049235,0.008276968,4BA03,11.112,Puglia
41.270836,17.041668,2015-08-31,27.521997,11.265544,13.958024,2.3813894,37.62351,209.53262,8.002306,0.25554594,0.076396026,0.317286,1.1721423,0.008254278,4BA04,22.224,Puglia
44.645836,12.333334,2015-08-31,27.156221,91.43958,11.479299,2.4315546,33.997704,217.88864,7.979584,1.1648486,0.9518189,2.909133,15.6441765,0.12416107,604,6.0,Emilia-Romagna
44.229168,12.458334,2015-08-31,28.00327,51.878674,8.44757,2.4339287,35.078377,222.37665,7.9842906,1.0029981,0.50765336,1.4571565,9.900769,0.02723377,614,6.0,Emilia-Romagna
44.104168,12.625001,2015-08-31,27.84365,45.534344,10.4223795,2.4655893,35.335747,223.32516,7.9940114,0.8676832,0.39473283,1.276789,8.787115,0.018428791,617,6.0,Emilia-Romagna
40.6875,18.041668,2015-08-31,27.971083,12.072225,14.318339,2.389104,37.827003,209.55457,7.9942813,0.23474681,0.0789349,0.32424778,0.9945477,0.008505807,6CB02bis,5.556,Puglia
40.729168,18.083334,2015-08-31,27.734877,11.378687,12.852701,2.3905723,37.86364,209.41685,7.9974694,0.22740686,0.07214924,0.31217143,0.9477449,0.00854421,6CB03,11.112,Puglia
40.8125,18.125,2015-08-31,27.601517,10.383244,12.571126,2.3908262,38.108376,209.15866,7.996949,0.21347606,0.0634313,0.29002684,0.838211,0.008606762,6CB04,22.224,Puglia
40.229168,17.833334,2015-08-31,28.180094,12.28574,12.997115,2.3589985,38.45885,213.40857,7.985622,0.17582957,0.07924737,0.32605648,0.48346636,0.008462642,8PC02bis,5.556,Puglia
40.1875,17.791668,2015-08-31,28.253502,12.3232765,13.667135,2.3605514,38.464417,211.03761,7.985445,0.17938453,0.078043036,0.3248245,0.5115318,0.00860702,8PC03,11.112,Puglia
40.104168,17.708334,2015-08-31,28.263048,12.330133,13.860968,2.3656957,38.543003,209.58372,7.987807,0.16403554,0.076391436,0.32486483,0.40685666,0.008832616,8PC04,22.224,Puglia
40.4375,17.166668,2015-08-31,28.270863,13.49053,14.233312,2.3770914,38.754314,215.50961,7.988745,0.11889693,0.086748496,0.35334063,0.17310843,0.00864299,9PN02bis,5.556,Puglia
40.395836,17.125,2015-08-31,28.19101,12.597595,13.911783,2.3771002,38.72711,213.5784,7.989715,0.13077872,0.0797328,0.3331985,0.21313734,0.008771882,9PN03,11.112,Puglia
40.270836,17.083334,2015-08-31,28.137053,11.886048,14.214498,2.375146,38.693905,210.9864,7.9902706,0.14534399,0.07318489,0.31689698,0.2804097,0.008920904,9PN04,22.224,Puglia
37.520832,15.208334,2015-08-31,28.130518,8.742826,12.828831,2.3682613,38.60764,211.20578,7.975605,0.14160389,0.049476672,0.23381826,0.3233241,0.0096615385,ICM1A,5.556,Sicilia
37.479168,15.250001,2015-08-31,28.215717,8.742656,13.229597,2.371739,38.689022,210.30998,7.975389,0.1427922,0.049266133,0.23192316,0.33347094,0.009582592,ICM1B,11.112,Sicilia
37.4375,15.375001,2015-08-31,28.256578,8.3573885,13.907619,2.3768878,38.843117,207.83766,7.976635,0.14898899,0.04728285,0.22072503,0.36836857,0.0094349645,ICM1C,22.224,Sicilia
41.020836,13.125001,2015-08-31,26.731812,9.294679,11.837484,2.3216956,38.03688,219.42912,7.971996,0.13419862,0.054542214,0.28554508,0.5348672,0.0102740945,IT_m1lt02_12,22.3,Lazio
41.145836,13.125001,2015-08-31,26.644726,9.454938,11.818498,2.319248,37.982788,222.16516,7.973003,0.12241265,0.055929117,0.29394224,0.40888962,0.009384052,IT_m1lt02_6,11.3,Lazio
42.145836,11.458334,2015-08-31,26.225533,7.0374284,12.141674,2.3470128,38.330452,212.93378,7.980707,0.14625752,0.044361297,0.22529036,0.4713867,0.008562605,IT_m1vt04_12,22.2,Lazio
42.145836,11.583334,2015-08-31,26.286179,7.1489525,12.153488,2.3466918,38.28538,214.57188,7.9788713,0.14782353,0.04472912,0.22726864,0.4999922,0.008627004,IT_m1vt04_3,5.6,Lazio
42.1875,11.583334,2015-08-31,26.293465,7.1718154,12.103013,2.3445272,38.257473,215.63799,7.978232,0.14909263,0.04481273,0.22803508,0.52138543,0.008677569,IT_m1vt04_6,11.1,Lazio
44.104168,9.583334,2015-08-31,26.23771,6.2890625,11.991018,2.3319485,38.224686,213.24442,7.97854,0.15257396,0.04139047,0.20418283,0.55419534,0.008758146,MES030,5.556,Liguria
44.0625,9.541667,2015-08-31,26.255829,6.403132,12.784082,2.3319848,38.223953,212.2734,7.979392,0.1523005,0.042675152,0.2067539,0.5463357,0.008755283,MES060,11.112,Liguria
43.979168,9.458334,2015-08-31,26.264023,6.37561,14.217931,2.3287764,38.233704,211.41574,7.9798994,0.15257262,0.043545276,0.20523545,0.54025894,0.008755344,MES120,22.224,Liguria
44.270836,9.125,2015-08-31,26.028944,6.333292,12.544119,2.3576016,38.239742,216.77678,7.9816365,0.15320046,0.04198965,0.2102289,0.55123895,0.008672031,ORO030,5.556,Liguria
44.229168,9.125,2015-08-31,25.930975,6.5982566,12.595995,2.35101,38.242832,215.90479,7.9830117,0.15079151,0.043829307,0.22062132,0.53579247,0.0086215,ORO060,11.112,Liguria
44.145836,9.041667,2015-08-31,25.769657,7.016134,12.46644,2.346998,38.260704,216.24709,7.984369,0.14648142,0.0464068,0.23844254,0.5176606,0.008535967,ORO120,22.224,Liguria
36.9375,15.333334,2015-08-31,28.00753,7.8370585,12.996827,2.4072757,38.836174,209.52132,7.9829907,0.14371052,0.045054607,0.21186738,0.32460943,0.009216782,PLM1A,5.556,Sicilia
36.895832,15.375001,2015-08-31,28.005108,7.61575,13.722607,2.3924143,38.90916,207.03632,7.9824247,0.14398554,0.043798413,0.20604299,0.34093827,0.00908223,PLM1B,11.112,Sicilia
36.8125,15.375001,2015-08-31,28.010881,7.519496,13.636496,2.3821185,38.93254,205.53662,7.981968,0.14330006,0.043403547,0.2033864,0.3455311,0.0090756705,PLM1C,22.224,Sicilia
44.229168,8.5,2015-08-31,25.850641,6.090471,12.146664,2.3571591,38.23953,216.58026,7.98363,0.15285018,0.04070023,0.20481372,0.57792836,0.008735341,VAD030,5.556,Liguria
44.1875,8.541667,2015-08-31,25.764126,6.3652253,12.002901,2.3543737,38.24694,217.0264,7.9843383,0.15025732,0.042306744,0.21621376,0.5587578,0.008612259,VAD060,11.112,Liguria
44.104168,8.625,2015-08-31,25.555143,6.9582295,11.953455,2.3517737,38.266052,218.03426,7.9867296,0.14410034,0.04588715,0.24182838,0.5257038,0.0084675085,VAD120,22.224,Liguria
44.395836,8.75,2015-08-31,26.10757,5.98226,13.074145,2.3648453,38.234077,218.75668,7.9795194,0.15359409,0.039261524,0.1961116,0.576771,0.008717779,VOL030,5.556,Liguria
44.3125,8.75,2015-08-31,25.91916,6.220905,12.288288,2.3624752,38.244,217.89798,7.9825344,0.15222946,0.041272238,0.20828965,0.5607314,0.008612157,VOL060,11.112,Liguria
44.229168,8.75,2015-08-31,25.766829,6.5458026,12.088444,2.355128,38.25011,217.26335,7.9844704,0.1496654,0.043459307,0.22318295,0.5446955,0.008575151,VOL120,22.224,Liguria
40.895836,8.375,2015-09-30,24.035578,5.7325616,19.481112,2.3296306,38.317627,215.35304,8.010452,0.14745682,0.050959017,0.23093365,0.46638048,0.0076204017,0182-MS01070_TR03,5.556,Sardegna
40.9375,8.416667,2015-09-30,24.001461,5.5915456,19.157446,2.327137,38.308628,215.40126,8.010507,0.14741103,0.050033737,0.22606888,0.45972028,0.0075864396,0182-MS01070_TR06,11.112,Sardegna
