Region,id,phyto_dates,nearest_dates
Liguria,VAD060,2015-11-30,2015-11-18
Liguria,VAD060,2016-01-31,2016-01-21
Liguria,VAD060,2016-04-30,2016-04-04
Liguria,VAD060,2016-05-31,2016-05-17
Liguria,VAD060,2016-07-31,2016-07-20
Liguria,VAD060,2016-09-30,2016-09-20
Liguria,VAD060,2016-12-31,2016-12-14
Liguria,VAD060,2017-02-28,2017-02-21
Liguria,VAD060,2017-04-30,2017-04-04
Liguria,VAD060,2017-05-31,2017-05-29
Liguria,VAD060,2017-07-31,2017-07-20
Liguria,VAD060,2017-09-30,2017-09-21
Liguria,VAD060,2017-11-30,2017-11-23
Liguria,VAD120,2015-08-31,2015-08-04
Liguria,VAD120,2015-10-31,2015-10-08
Liguria,VAD120,2015-11-30,2015-11-18
Liguria,VAD120,2016-01-31,2016-01-21
Liguria,VAD120,2016-04-30,2016-04-04
Liguria,VAD120,2016-05-31,2016-05-17
Liguria,VAD120,2016-07-31,2016-07-20
Liguria,VAD120,2016-09-30,2016-09-20
Liguria,VAD120,2016-12-31,2016-12-14
Liguria,VAD120,2017-02-28,2017-02-21
Liguria,VAD120,2017-04-30,2017-04-04
Liguria,VAD120,2017-05-31,2017-05-29
Liguria,VAD120,2017-07-31,2017-07-20
Liguria,VAD120,2017-09-30,2017-09-21
Liguria,VAD120,2017-11-30,2017-11-23
Liguria,VOL030,2015-08-31,2015-08-04
Liguria,VOL030,2015-10-31,2015-10-12
Liguria,VOL030,2015-11-30,2015-11-19
Liguria,VOL030,2016-01-31,2016-01-20
Liguria,VOL030,2016-03-31,2016-03-15
Liguria,VOL030,2016-05-31,2016-05-16
Liguria,VOL030,2016-07-31,2016-07-20
Liguria,VOL030,2016-09-30,2016-09-26
Liguria,VOL030,2016-12-31,2016-12-13
Liguria,VOL030,2017-02-28,2017-02-16
Liguria,VOL030,2017-03-31,2017-03-30
Liguria,VOL030,2017-05-31,2017-05-23
Liguria,VOL030,2017-07-31,2017-07-20
Liguria,VOL030,2017-09-30,2017-09-19
Liguria,VOL030,2017-11-30,2017-11-23
Liguria,VOL060,2015-08-31,2015-08-04
Liguria,VOL060,2015-10-31,2015-10-12
Liguria,VOL060,2015-11-30,2015-11-19
Liguria,VOL060,2016-01-31,2016-01-20
Liguria,VOL060,2016-03-31,2016-03-15
Liguria,VOL060,2016-05-31,2016-05-16
Liguria,VOL060,2016-07-31,2016-07-20
Liguria,VOL060,2016-09-30,2016-09-26
Liguria,VOL060,2016-12-31,2016-12-13
Liguria,VOL060,2017-02-28,2017-02-16
Liguria,VOL060,2017-03-31,2017-03-30
Liguria,VOL060,2017-05-31,2017-05-23
Liguria,VOL060,2017-07-31,2017-07-20
Liguria,VOL060,2017-09-30,2017-09-19
Liguria,VOL060,2017-11-30,2017-11-23
Liguria,VOL120,2015-08-31,2015-08-04
Liguria,VOL120,2015-10-31,2015-10-12
Liguria,VOL120,2015-11-30,2015-11-19
Liguria,VOL120,2016-01-31,2016-01-20
Liguria,VOL120,2016-03-31,2016-03-15
Liguria,VOL120,2016-05-31,2016-05-16
Liguria,VOL120,2016-07-31,2016-07-20
Liguria,VOL120,2016-09-30,2016-09-26
Liguria,VOL120,2016-12-31,2016-12-13
Liguria,VOL120,2017-02-28,2017-02-16
Liguria,VOL120,2017-03-31,2017-03-30
Liguria,VOL120,2017-05-31,2017-05-23
Liguria,VOL120,2017-07-31,2017-07-20
Liguria,VOL120,2017-09-30,2017-09-19
Liguria,VOL120,2017-11-30,2017-11-23
Marche,1E_MS_CH_12,2015-07-31,2015-07-30
Marche,1E_MS_CH_12,2015-09-30,2015-09-02
Marche,1E_MS_CH_12,2015-12-31,2015-12-15
Marche,1E_MS_CH_12,2016-01-31,2016-01-20
Marche,1E_MS_CH_12,2016-02-29,2016-02-27
Marche,1E_MS_CH_12,2016-03-31,2016-03-21
Marche,1E_MS_CH_12,2016-04-30,2016-04-07
Marche,1E_MS_CH_12,2016-05-31,2016-05-26
Marche,1E_MS_CH_12,2016-06-30,2016-06-01
Marche,1E_MS_CH_12,2016-07-31,2016-07-07
Marche,1E_MS_CH_12,2016-08-31,2016-08-30
Marche,1E_MS_CH_12,2016-11-30,2016-11-17
Marche,1E_MS_CH_12,2016-12-31,2016-12-18
Marche,1E_MS_CH_12,2017-03-31,2017-03-30
Marche,1E_MS_CH_12,2017-04-30,2017-04-30
Marche,1E_MS_CH_12,2017-05-31,2017-05-18
Marche,1E_MS_CH_12,2017-07-31,2017-07-27
Marche,1E_MS_CH_12,2017-09-30,2017-09-14
Marche,1E_MS_CH_12,2017-10-31,2017-10-22
Marche,1E_MS_CH_12,2017-11-30,2017-11-21
Marche,1E_MS_CH_12,2017-12-31,2017-12-07
Marche,1E_MS_CH_3,2015-07-31,2015-07-30
Marche,1E_MS_CH_3,2015-09-30,2015-09-02
Marche,1E_MS_CH_3,2015-12-31,2015-12-15
Marche,1E_MS_CH_3,2016-01-31,2016-01-20
Marche,1E_MS_CH_3,2016-02-29,2016-02-27
Marche,1E_MS_CH_3,2016-03-31,2016-03-21
Marche,1E_MS_CH_3,2016-04-30,2016-04-07
Marche,1E_MS_CH_3,2016-05-31,2016-05-26
Marche,1E_MS_CH_3,2016-06-30,2016-06-01
Marche,1E_MS_CH_3,2016-07-31,2016-07-07
Marche,1E_MS_CH_3,2016-08-31,2016-08-30
Marche,1E_MS_CH_3,2016-11-30,2016-11-17
Marche,1E_MS_CH_3,2016-12-31,2016-12-18
Marche,1E_MS_CH_3,2017-03-31,2017-03-30
Marche,1E_MS_CH_3,2017-04-30,2017-04-30
Marche,1E_MS_CH_3,2017-05-31,2017-05-18
Marche,1E_MS_CH_3,2017-07-31,2017-07-27
Marche,1E_MS_CH_3,2017-09-30,2017-09-14
Marche,1E_MS_CH_3,2017-10-31,2017-10-22
Marche,1E_MS_CH_3,2017-11-30,2017-11-21
Marche,1E_MS_CH_3,2017-12-31,2017-12-07
Marche,1E_MS_CH_6,2015-07-31,2015-07-30
Marche,1E_MS_CH_6,2015-09-30,2015-09-02
Marche,1E_MS_CH_6,2015-12-31,2015-12-15
Marche,1E_MS_CH_6,2016-01-31,2016-01-20
Marche,1E_MS_CH_6,2016-02-29,2016-02-27
Marche,1E_MS_CH_6,2016-03-31,2016-03-21
Marche,1E_MS_CH_6,2016-04-30,2016-04-07
Marche,1E_MS_CH_6,2016-05-31,2016-05-26
Marche,1E_MS_CH_6,2016-06-30,2016-06-01
Marche,1E_MS_CH_6,2016-07-31,2016-07-07
Marche,1E_MS_CH_6,2016-08-31,2016-08-30
Marche,1E_MS_CH_6,2016-11-30,2016-11-17
Marche,1E_MS_CH_6,2016-12-31,2016-12-18
Marche,1E_MS_CH_6,2017-03-31,2017-03-30
Marche,1E_MS_CH_6,2017-04-30,2017-04-30
Marche,1E_MS_CH_6,2017-05-31,2017-05-18
Marche,1E_MS_CH_6,2017-07-31,2017-07-27
Marche,1E_MS_CH_6,2017-09-30,2017-09-14
Marche,1E_MS_CH_6,2017-10-31,2017-10-22
Marche,1E_MS_CH_6,2017-11-30,2017-11-21
Marche,1E_MS_CH_6,2017-12-31,2017-12-07
Marche,1E_MS_ES_12,2015-07-31,2015-07-29
Marche,1E_MS_ES_12,2015-09-30,2015-09-03
Marche,1E_MS_ES_12,2015-12-31,2015-12-14
Marche,1E_MS_ES_12,2016-01-31,2016-01-19
Marche,1E_MS_ES_12,2016-02-29,2016-02-27
Marche,1E_MS_ES_12,2016-03-31,2016-03-21
Marche,1E_MS_ES_12,2016-04-30,2016-04-06
Marche,1E_MS_ES_12,2016-05-31,2016-05-09
Marche,1E_MS_ES_12,2016-06-30,2016-06-14
Marche,1E_MS_ES_12,2016-07-31,2016-07-06
Marche,1E_MS_ES_12,2016-08-31,2016-08-29
Marche,1E_MS_ES_12,2016-11-30,2016-11-16
Marche,1E_MS_ES_12,2016-12-31,2016-12-01
Marche,1E_MS_ES_12,2016-12-31,2016-12-18
Marche,1E_MS_ES_12,2017-03-31,2017-03-30
Marche,1E_MS_ES_12,2017-04-30,2017-04-30
Marche,1E_MS_ES_12,2017-05-31,2017-05-18
Marche,1E_MS_ES_12,2017-07-31,2017-07-27
Marche,1E_MS_ES_12,2017-09-30,2017-09-13
Marche,1E_MS_ES_12,2017-10-31,2017-10-21
Marche,1E_MS_ES_12,2017-11-30,2017-11-09
Marche,1E_MS_ES_12,2017-12-31,2017-12-07
Marche,1E_MS_ES_3,2015-07-31,2015-07-29
Marche,1E_MS_ES_3,2015-09-30,2015-09-03
Marche,1E_MS_ES_3,2015-12-31,2015-12-14
Marche,1E_MS_ES_3,2016-01-31,2016-01-19
Marche,1E_MS_ES_3,2016-02-29,2016-02-27
Marche,1E_MS_ES_3,2016-03-31,2016-03-21
Marche,1E_MS_ES_3,2016-04-30,2016-04-06
Marche,1E_MS_ES_3,2016-05-31,2016-05-09
Marche,1E_MS_ES_3,2016-06-30,2016-06-14
Marche,1E_MS_ES_3,2016-07-31,2016-07-06
Marche,1E_MS_ES_3,2016-08-31,2016-08-29
Marche,1E_MS_ES_3,2016-11-30,2016-11-16
Marche,1E_MS_ES_3,2016-12-31,2016-12-01
Marche,1E_MS_ES_3,2016-12-31,2016-12-18
Marche,1E_MS_ES_3,2017-03-31,2017-03-30
Marche,1E_MS_ES_3,2017-04-30,2017-04-30
Marche,1E_MS_ES_3,2017-05-31,2017-05-18
Marche,1E_MS_ES_3,2017-07-31,2017-07-27
Marche,1E_MS_ES_3,2017-09-30,2017-09-13
Marche,1E_MS_ES_3,2017-10-31,2017-10-21
Marche,1E_MS_ES_3,2017-11-30,2017-11-09
Marche,1E_MS_ES_3,2017-12-31,2017-12-07
Marche,1E_MS_ES_6,2015-07-31,2015-07-29
Marche,1E_MS_ES_6,2015-09-30,2015-09-03
Marche,1E_MS_ES_6,2015-12-31,2015-12-14
Marche,1E_MS_ES_6,2016-01-31,2016-01-19
Marche,1E_MS_ES_6,2016-02-29,2016-02-27
Marche,1E_MS_ES_6,2016-03-31,2016-03-21
Marche,1E_MS_ES_6,2016-04-30,2016-04-06
Marche,1E_MS_ES_6,2016-05-31,2016-05-09
Marche,1E_MS_ES_6,2016-06-30,2016-06-14
Marche,1E_MS_ES_6,2016-07-31,2016-07-06
Marche,1E_MS_ES_6,2016-08-31,2016-08-29
Marche,1E_MS_ES_6,2016-11-30,2016-11-16
Marche,1E_MS_ES_6,2016-12-31,2016-12-01
Marche,1E_MS_ES_6,2016-12-31,2016-12-18
Marche,1E_MS_ES_6,2017-03-31,2017-03-30
Marche,1E_MS_ES_6,2017-04-30,2017-04-30
Marche,1E_MS_ES_6,2017-05-31,2017-05-18
Marche,1E_MS_ES_6,2017-07-31,2017-07-27
Marche,1E_MS_ES_6,2017-09-30,2017-09-13
Marche,1E_MS_ES_6,2017-10-31,2017-10-21
Marche,1E_MS_ES_6,2017-11-30,2017-11-09
Marche,1E_MS_ES_6,2017-12-31,2017-12-07
Molise,R14001_B2_10KM,2015-07-31,2015-07-22
Molise,R14001_B2_10KM,2015-09-30,2015-09-18
Molise,R14001_B2_10KM,2015-11-30,2015-11-11
Molise,R14001_B2_10KM,2016-02-29,2016-02-01
Molise,R14001_B2_10KM,2016-03-31,2016-03-21
Molise,R14001_B2_10KM,2016-06-30,2016-06-29
Molise,R14001_B2_10KM,2016-07-31,2016-07-22
Molise,R14001_B2_10KM,2016-09-30,2016-09-29
Molise,R14001_B2_10KM,2016-11-30,2016-11-14
Molise,R14001_B2_10KM,2017-01-31,2017-01-27
Molise,R14001_B2_10KM,2017-03-31,2017-03-22
Molise,R14001_B2_10KM,2017-05-31,2017-05-24
Molise,R14001_B2_10KM,2017-07-31,2017-07-12
Molise,R14001_B2_10KM,2017-09-30,2017-09-06
Molise,R14001_B2_10KM,2017-11-30,2017-11-22
Molise,R14001_B2_20KM,2015-07-31,2015-07-23
Molise,R14001_B2_20KM,2015-09-30,2015-09-18
Molise,R14001_B2_20KM,2015-11-30,2015-11-19
Molise,R14001_B2_20KM,2016-02-29,2016-02-01
Molise,R14001_B2_20KM,2016-03-31,2016-03-21
Molise,R14001_B2_20KM,2016-06-30,2016-06-30
Molise,R14001_B2_20KM,2016-07-31,2016-07-22
Molise,R14001_B2_20KM,2016-09-30,2016-09-29
Molise,R14001_B2_20KM,2016-11-30,2016-11-14
Molise,R14001_B2_20KM,2017-01-31,2017-01-27
Molise,R14001_B2_20KM,2017-03-31,2017-03-22
Molise,R14001_B2_20KM,2017-05-31,2017-05-24
Molise,R14001_B2_20KM,2017-07-31,2017-07-12
Molise,R14001_B2_20KM,2017-09-30,2017-09-06
Molise,R14001_B2_20KM,2017-11-30,2017-11-22
Molise,R14001_B2_6KM,2015-07-31,2015-07-22
Molise,R14001_B2_6KM,2015-09-30,2015-09-18
Molise,R14001_B2_6KM,2015-11-30,2015-11-11
Molise,R14001_B2_6KM,2016-01-31,2016-01-27
Molise,R14001_B2_6KM,2016-03-31,2016-03-31
Molise,R14001_B2_6KM,2016-06-30,2016-06-29
Molise,R14001_B2_6KM,2016-07-31,2016-07-22
Molise,R14001_B2_6KM,2016-09-30,2016-09-29
Molise,R14001_B2_6KM,2016-11-30,2016-11-14
Molise,R14001_B2_6KM,2017-01-31,2017-01-27
Molise,R14001_B2_6KM,2017-03-31,2017-03-22
Molise,R14001_B2_6KM,2017-05-31,2017-05-24
Molise,R14001_B2_6KM,2017-07-31,2017-07-12
Molise,R14001_B2_6KM,2017-09-30,2017-09-06
Molise,R14001_B2_6KM,2017-11-30,2017-11-22
Puglia,1CA02bis,2015-08-31,2015-08-26
Puglia,1CA02bis,2015-10-31,2015-10-07
Puglia,1CA02bis,2015-11-30,2015-11-03
Puglia,1CA02bis,2016-01-31,2016-01-27
Puglia,1CA02bis,2016-03-31,2016-03-10
Puglia,1CA02bis,2016-05-31,2016-05-26
Puglia,1CA02bis,2016-07-31,2016-07-05
Puglia,1CA02bis,2016-09-30,2016-09-15
Puglia,1CA02bis,2016-11-30,2016-11-16
Puglia,1CA02bis,2017-02-28,2017-02-17
Puglia,1CA02bis,2017-03-31,2017-03-07
Puglia,1CA02bis,2017-05-31,2017-05-19
Puglia,1CA02bis,2017-07-31,2017-07-07
Puglia,1CA02bis,2017-10-31,2017-10-03
Puglia,1CA02bis,2017-11-30,2017-11-23
Puglia,1CA03,2015-08-31,2015-08-26
Puglia,1CA03,2015-10-31,2015-10-07
Puglia,1CA03,2015-11-30,2015-11-03
Puglia,1CA03,2016-01-31,2016-01-27
Puglia,1CA03,2016-03-31,2016-03-10
Puglia,1CA03,2016-05-31,2016-05-26
Puglia,1CA03,2016-07-31,2016-07-05
Puglia,1CA03,2016-09-30,2016-09-15
Puglia,1CA03,2016-11-30,2016-11-16
Puglia,1CA03,2017-02-28,2017-02-17
Puglia,1CA03,2017-03-31,2017-03-07
Puglia,1CA03,2017-05-31,2017-05-19
Puglia,1CA03,2017-07-31,2017-07-07
Puglia,1CA03,2017-10-31,2017-10-03
Puglia,1CA03,2017-11-30,2017-11-23
Puglia,1CA04,2015-08-31,2015-08-26
Puglia,1CA04,2015-10-31,2015-10-07
Puglia,1CA04,2015-11-30,2015-11-03
Puglia,1CA04,2016-01-31,2016-01-27
Puglia,1CA04,2016-03-31,2016-03-10
Puglia,1CA04,2016-05-31,2016-05-26
Puglia,1CA04,2016-07-31,2016-07-05
Puglia,1CA04,2016-09-30,2016-09-15
Puglia,1CA04,2016-11-30,2016-11-16
Puglia,1CA04,2017-02-28,2017-02-17
Puglia,1CA04,2017-03-31,2017-03-07
Puglia,1CA04,2017-05-31,2017-05-19
Puglia,1CA04,2017-07-31,2017-07-07
Puglia,1CA04,2017-10-31,2017-10-03
Puglia,1CA04,2017-11-30,2017-11-23
Puglia,3FO02bis,2015-08-31,2015-08-19
Puglia,3FO02bis,2015-10-31,2015-10-07
Puglia,3FO02bis,2015-11-30,2015-11-03
Puglia,3FO02bis,2016-01-31,2016-01-27
Puglia,3FO02bis,2016-03-31,2016-03-10
Puglia,3FO02bis,2016-05-31,2016-05-26
Puglia,3FO02bis,2016-07-31,2016-07-05
Puglia,3FO02bis,2016-09-30,2016-09-15
Puglia,3FO02bis,2016-11-30,2016-11-16
Puglia,3FO02bis,2017-02-28,2017-02-17
Puglia,3FO02bis,2017-03-31,2017-03-07
Puglia,3FO02bis,2017-05-31,2017-05-19
Puglia,3FO02bis,2017-07-31,2017-07-07
Puglia,3FO02bis,2017-10-31,2017-10-03
Puglia,3FO02bis,2017-11-30,2017-11-23
Puglia,3FO03,2015-08-31,2015-08-19
Puglia,3FO03,2015-10-31,2015-10-07
Puglia,3FO03,2015-11-30,2015-11-03
Puglia,3FO03,2016-01-31,2016-01-27
Puglia,3FO03,2016-03-31,2016-03-10
Puglia,3FO03,2016-05-31,2016-05-26
Puglia,3FO03,2016-07-31,2016-07-05
Puglia,3FO03,2016-09-30,2016-09-15
Puglia,3FO03,2016-11-30,2016-11-16
Puglia,3FO03,2017-02-28,2017-02-17
Puglia,3FO03,2017-03-31,2017-03-07
Puglia,3FO03,2017-05-31,2017-05-19
Puglia,3FO03,2017-07-31,2017-07-07
Puglia,3FO03,2017-10-31,2017-10-03
Puglia,3FO03,2017-11-30,2017-11-23
Puglia,3FO04,2015-08-31,2015-08-19
Puglia,3FO04,2015-10-31,2015-10-07
Puglia,3FO04,2015-11-30,2015-11-03
Puglia,3FO04,2016-01-31,2016-01-27
Puglia,3FO04,2016-03-31,2016-03-10
Puglia,3FO04,2016-05-31,2016-05-26
Puglia,3FO04,2016-07-31,2016-07-05
Puglia,3FO04,2016-09-30,2016-09-15
Puglia,3FO04,2016-11-30,2016-11-16
Puglia,3FO04,2017-02-28,2017-02-17
Puglia,3FO04,2017-03-31,2017-03-07
Puglia,3FO04,2017-05-31,2017-05-19
Puglia,3FO04,2017-07-31,2017-07-07
Puglia,3FO04,2017-10-31,2017-10-03
Puglia,3FO04,2017-11-30,2017-11-23
Puglia,4BA02bis,2015-08-31,2015-08-19
Puglia,4BA02bis,2015-10-31,2015-10-06
Puglia,4BA02bis,2015-11-30,2015-11-05
Puglia,4BA02bis,2016-01-31,2016-01-28
Puglia,4BA02bis,2016-03-31,2016-03-09
Puglia,4BA02bis,2016-05-31,2016-05-27
Puglia,4BA02bis,2016-07-31,2016-07-06
Puglia,4BA02bis,2016-09-30,2016-09-16
Puglia,4BA02bis,2016-11-30,2016-11-17
Puglia,4BA02bis,2017-02-28,2017-02-21
Puglia,4BA02bis,2017-03-31,2017-03-20
Puglia,4BA02bis,2017-05-31,2017-05-24
Puglia,4BA02bis,2017-07-31,2017-07-11
Puglia,4BA02bis,2017-09-30,2017-09-15
Puglia,4BA02bis,2017-11-30,2017-11-22
Puglia,4BA03,2015-08-31,2015-08-19
Puglia,4BA03,2015-10-31,2015-10-06
Puglia,4BA03,2015-11-30,2015-11-05
Puglia,4BA03,2016-01-31,2016-01-28
Puglia,4BA03,2016-03-31,2016-03-09
Puglia,4BA03,2016-05-31,2016-05-27
Puglia,4BA03,2016-07-31,2016-07-06
Puglia,4BA03,2016-09-30,2016-09-16
Puglia,4BA03,2016-11-30,2016-11-17
Puglia,4BA03,2017-02-28,2017-02-21
Puglia,4BA03,2017-03-31,2017-03-20
Puglia,4BA03,2017-05-31,2017-05-24
Puglia,4BA03,2017-07-31,2017-07-11
Puglia,4BA03,2017-09-30,2017-09-15
Puglia,4BA03,2017-11-30,2017-11-22
Puglia,4BA04,2015-08-31,2015-08-19
Puglia,4BA04,2015-10-31,2015-10-06
Puglia,4BA04,2015-11-30,2015-11-05
Puglia,4BA04,2016-01-31,2016-01-28
Puglia,4BA04,2016-03-31,2016-03-09
Puglia,4BA04,2016-05-31,2016-05-27
Puglia,4BA04,2016-07-31,2016-07-06
Puglia,4BA04,2016-09-30,2016-09-16
Puglia,4BA04,2016-11-30,2016-11-17
Puglia,4BA04,2017-02-28,2017-02-21
Puglia,4BA04,2017-03-31,2017-03-20
Puglia,4BA04,2017-05-31,2017-05-24
Puglia,4BA04,2017-07-31,2017-07-11
Puglia,4BA04,2017-09-30,2017-09-15
Puglia,4BA04,2017-11-30,2017-11-22
Puglia,6CB02bis,2015-08-31,2015-08-25
Puglia,6CB02bis,2015-10-31,2015-10-06
Puglia,6CB02bis,2015-11-30,2015-11-05
Puglia,6CB02bis,2016-01-31,2016-01-28
Puglia,6CB02bis,2016-03-31,2016-03-09
Puglia,6CB02bis,2016-05-31,2016-05-27
Puglia,6CB02bis,2016-07-31,2016-07-06
Puglia,6CB02bis,2016-09-30,2016-09-16
Puglia,6CB02bis,2016-11-30,2016-11-17
Puglia,6CB02bis,2017-02-28,2017-02-21
Puglia,6CB02bis,2017-03-31,2017-03-20
Puglia,6CB02bis,2017-05-31,2017-05-24
Puglia,6CB02bis,2017-07-31,2017-07-11
Puglia,6CB02bis,2017-09-30,2017-09-15
Puglia,6CB02bis,2017-11-30,2017-11-22
Puglia,6CB03,2015-08-31,2015-08-25
Puglia,6CB03,2015-10-31,2015-10-06
Puglia,6CB03,2015-11-30,2015-11-05
Puglia,6CB03,2016-01-31,2016-01-28
Puglia,6CB03,2016-03-31,2016-03-09
Puglia,6CB03,2016-05-31,2016-05-27
Puglia,6CB03,2016-07-31,2016-07-06
Puglia,6CB03,2016-09-30,2016-09-16
Puglia,6CB03,2016-11-30,2016-11-17
Puglia,6CB03,2017-02-28,2017-02-21
Puglia,6CB03,2017-03-31,2017-03-20
Puglia,6CB03,2017-05-31,2017-05-24
Puglia,6CB03,2017-07-31,2017-07-11
Puglia,6CB03,2017-09-30,2017-09-15
Puglia,6CB03,2017-11-30,2017-11-22
Puglia,6CB04,2015-08-31,2015-08-25
Puglia,6CB04,2015-10-31,2015-10-06
Puglia,6CB04,2015-11-30,2015-11-05
Puglia,6CB04,2016-01-31,2016-01-28
Puglia,6CB04,2016-03-31,2016-03-09
Puglia,6CB04,2016-05-31,2016-05-27
Puglia,6CB04,2016-07-31,2016-07-06
Puglia,6CB04,2016-09-30,2016-09-16
Puglia,6CB04,2016-11-30,2016-11-17
Puglia,6CB04,2017-02-28,2017-02-21
Puglia,6CB04,2017-03-31,2017-03-20
Puglia,6CB04,2017-05-31,2017-05-24
Puglia,6CB04,2017-07-31,2017-07-11
Puglia,6CB04,2017-09-30,2017-09-15
Puglia,6CB04,2017-11-30,2017-11-22
Puglia,8PC02bis,2015-08-31,2015-08-27
Puglia,8PC02bis,2015-10-31,2015-10-05
Puglia,8PC02bis,2015-11-30,2015-11-10
Puglia,8PC02bis,2016-01-31,2016-01-29
Puglia,8PC02bis,2016-03-31,2016-03-15
Puglia,8PC02bis,2016-05-31,2016-05-06
Puglia,8PC02bis,2016-07-31,2016-07-08
Puglia,8PC02bis,2016-09-30,2016-09-21
Puglia,8PC02bis,2016-12-31,2016-12-15
Puglia,8PC02bis,2017-02-28,2017-02-01
Puglia,8PC02bis,2017-03-31,2017-03-31
Puglia,8PC02bis,2017-05-31,2017-05-29
Puglia,8PC02bis,2017-07-31,2017-07-12
Puglia,8PC02bis,2017-09-30,2017-09-22
Puglia,8PC02bis,2017-11-30,2017-11-24
Puglia,8PC03,2015-08-31,2015-08-27
Puglia,8PC03,2015-10-31,2015-10-05
Puglia,8PC03,2015-11-30,2015-11-10
Puglia,8PC03,2016-01-31,2016-01-29
Puglia,8PC03,2016-03-31,2016-03-15
Puglia,8PC03,2016-05-31,2016-05-06
Puglia,8PC03,2016-07-31,2016-07-08
Puglia,8PC03,2016-09-30,2016-09-21
Puglia,8PC03,2016-12-31,2016-12-15
Puglia,8PC03,2017-02-28,2017-02-01
Puglia,8PC03,2017-03-31,2017-03-31
Puglia,8PC03,2017-05-31,2017-05-29
Puglia,8PC03,2017-07-31,2017-07-12
Puglia,8PC03,2017-09-30,2017-09-22
Puglia,8PC03,2017-11-30,2017-11-24
Puglia,8PC04,2015-08-31,2015-08-27
Puglia,8PC04,2015-10-31,2015-10-05
Puglia,8PC04,2015-11-30,2015-11-10
Puglia,8PC04,2016-01-31,2016-01-29
Puglia,8PC04,2016-03-31,2016-03-15
Puglia,8PC04,2016-05-31,2016-05-06
Puglia,8PC04,2016-07-31,2016-07-08
Puglia,8PC04,2016-09-30,2016-09-21
Puglia,8PC04,2016-12-31,2016-12-15
Puglia,8PC04,2017-02-28,2017-02-01
Puglia,8PC04,2017-03-31,2017-03-31
Puglia,8PC04,2017-05-31,2017-05-29
Puglia,8PC04,2017-07-31,2017-07-12
Puglia,8PC04,2017-09-30,2017-09-22
Puglia,8PC04,2017-11-30,2017-11-24
Puglia,9PN02bis,2015-08-31,2015-08-27
Puglia,9PN02bis,2015-10-31,2015-10-05
Puglia,9PN02bis,2015-11-30,2015-11-10
Puglia,9PN02bis,2016-01-31,2016-01-29
Puglia,9PN02bis,2016-03-31,2016-03-15
Puglia,9PN02bis,2016-05-31,2016-05-06
Puglia,9PN02bis,2016-07-31,2016-07-08
Puglia,9PN02bis,2016-09-30,2016-09-21
Puglia,9PN02bis,2016-12-31,2016-12-15
Puglia,9PN02bis,2017-02-28,2017-02-01
Puglia,9PN02bis,2017-03-31,2017-03-24
Puglia,9PN02bis,2017-05-31,2017-05-29
Puglia,9PN02bis,2017-07-31,2017-07-12
Puglia,9PN02bis,2017-09-30,2017-09-22
Puglia,9PN02bis,2017-11-30,2017-11-24
Puglia,9PN03,2015-08-31,2015-08-27
Puglia,9PN03,2015-10-31,2015-10-05
Puglia,9PN03,2015-11-30,2015-11-10
Puglia,9PN03,2016-01-31,2016-01-29
Puglia,9PN03,2016-03-31,2016-03-15
Puglia,9PN03,2016-05-31,2016-05-06
Puglia,9PN03,2016-07-31,2016-07-08
Puglia,9PN03,2016-09-30,2016-09-21
Puglia,9PN03,2016-12-31,2016-12-15
Puglia,9PN03,2017-02-28,2017-02-01
Puglia,9PN03,2017-03-31,2017-03-24
Puglia,9PN03,2017-05-31,2017-05-29
Puglia,9PN03,2017-07-31,2017-07-12
Puglia,9PN03,2017-09-30,2017-09-22
Puglia,9PN03,2017-11-30,2017-11-24
Puglia,9PN04,2015-08-31,2015-08-27
Puglia,9PN04,2015-10-31,2015-10-05
Puglia,9PN04,2015-11-30,2015-11-10
Puglia,9PN04,2016-01-31,2016-01-29
Puglia,9PN04,2016-03-31,2016-03-15
Puglia,9PN04,2016-05-31,2016-05-06
Puglia,9PN04,2016-07-31,2016-07-08
Puglia,9PN04,2016-09-30,2016-09-21
Puglia,9PN04,2016-12-31,2016-12-15
Puglia,9PN04,2017-02-28,2017-02-01
Puglia,9PN04,2017-03-31,2017-03-24
Puglia,9PN04,2017-07-31,2017-07-12
Puglia,9PN04,2017-07-31,2017-07-12
Puglia,9PN04,2017-09-30,2017-09-22
Puglia,9PN04,2017-11-30,2017-11-24
Sardegna,0004-MS00200_TR03,2015-08-31,2015-08-06
Sardegna,0004-MS00200_TR03,2015-10-31,2015-10-08
Sardegna,0004-MS00200_TR03,2015-12-31,2015-12-28
Sardegna,0004-MS00200_TR03,2016-01-31,2016-01-20
Sardegna,0004-MS00200_TR03,2016-04-30,2016-04-28
Sardegna,0004-MS00200_TR03,2016-06-30,2016-06-21
Sardegna,0004-MS00200_TR03,2016-07-31,2016-07-26
Sardegna,0004-MS00200_TR03,2016-10-31,2016-10-03
Sardegna,0004-MS00200_TR03,2016-12-31,2016-12-29
Sardegna,0004-MS00200_TR03,2017-06-30,2017-06-09
Sardegna,0004-MS00200_TR03,2017-07-31,2017-07-04
Sardegna,0004-MS00200_TR03,2017-09-30,2017-09-14
Sardegna,0004-MS00200_TR03,2017-11-30,2017-11-16
Sardegna,0004-MS00200_TR06,2015-08-31,2015-08-06
Sardegna,0004-MS00200_TR06,2015-10-31,2015-10-08
Sardegna,0004-MS00200_TR06,2015-12-31,2015-12-28
